SMILES,MW,HBA,HBD,nRot,nRing,nHet,TPSA,LogP,StereoCenters
N#CC(=O)C1CN1,96.089,3,1,1,1,3,62.8,-0.94912,1
O=C1C=CCCNC1=O,125.12700000000001,2,1,0,1,3,46.17,-0.3684000000000002,0
O=C1C=CCC(=O)C1=O,124.095,3,0,0,1,3,51.21,-0.34640000000000004,0
C#CC1(C=O)CCN1,109.128,2,1,1,1,2,29.1,-0.4494000000000002,1
N#CC1CCNC1=O,110.116,2,1,0,1,3,52.89,-0.3539200000000002,1
C#CC1NCC(=O)C1=O,123.11099999999999,3,1,0,1,3,46.17,-1.2704000000000002,1
O=C1CCC(=O)NC1,113.116,2,1,0,1,3,46.17,-0.5345,0
C#CC(=O)N1CCC1,109.128,1,0,0,1,2,20.310000000000002,-0.1480999999999999,0
NC(=O)C1COC1,101.105,2,1,1,1,3,52.32000000000001,-0.8819000000000001,0
O=C1C=CCC(=O)NC1,125.12700000000001,2,1,0,1,3,46.17,-0.36840000000000006,0
O=C1CCC(=O)C1=O,112.08399999999999,3,0,0,1,3,51.21,-0.5125,0
CN1C=CNC#CC1=O,122.12699999999998,2,1,0,1,3,32.34,-0.5199,0
COC1CC(=O)C1=O,114.1,3,0,1,1,3,43.370000000000005,-0.4567000000000001,1
CC1CC(=O)CC1=O,112.12799999999999,2,0,0,1,2,34.14,0.5545,1
O=C1C=CCC(=O)C1=O,124.095,3,0,0,1,3,51.21,-0.34640000000000004,0
O=C1CCNC(=O)C1,113.11599999999999,2,1,0,1,3,46.17,-0.5345,0
CC1(C#N)C=C1CO,109.12799999999999,2,1,1,1,2,44.019999999999996,0.44858000000000003,1
CC1OC(=O)CC1=O,114.09999999999998,3,0,0,1,3,43.370000000000005,-0.10909999999999997,1
CN1CC(=O)CC1=O,113.11599999999999,2,0,0,1,3,37.38,-0.5824000000000003,0
O=C1C=CC(=O)NCC1,125.12700000000001,2,1,0,1,3,46.17,-0.3684000000000003,0
N#CNC1CCC1=O,110.116,3,1,1,1,3,52.89,-0.21142000000000016,1
O=CCC1CC=CC(=O)N1,139.154,2,1,2,1,3,46.17,0.02009999999999984,1
O=C=CC1C(=O)C1CO,126.11099999999999,3,1,2,1,3,54.370000000000005,-0.8184000000000002,2
N#CCC1NCC1=O,110.11599999999999,3,1,1,1,3,52.89,-0.5590200000000001,1
CC1(C#N)CN1C=O,110.116,2,0,1,1,3,43.87,-0.25932,1
C#CC1=NCC1C=O,107.11199999999998,2,0,1,1,2,29.43,-0.11070000000000002,1
O=C1C=CCC(=O)C1=O,124.095,3,0,0,1,3,51.21,-0.34640000000000004,0
O=Cc1c(CO)c1=O,112.08399999999997,3,1,2,1,3,54.37,-0.7727999999999999,0
CC1CC(=O)CC1=O,112.12799999999999,2,0,0,1,2,34.14,0.5545,1
O=CC1CC(O)C1=O,114.09999999999998,3,1,1,1,3,54.37,-0.8648,2
C#CC1(C=O)CN1,95.101,2,1,1,1,2,39.010000000000005,-0.8395000000000001,1
N#CC1NCC=C=CO1,122.12699999999998,3,1,0,1,3,45.05,0.12467999999999996,1
O=C1C=C=CC(=O)N1,109.08399999999999,2,1,0,1,3,46.17,-0.6459000000000001,0
CC1=NCC(=O)CC1=O,125.12699999999998,3,0,0,1,3,46.5,-0.01079999999999992,0
CC1OCOC=CC1=O,128.12699999999998,3,0,0,1,3,35.53,0.46199999999999997,1
O=CC1CC(=O)C1=O,112.08399999999999,3,0,1,1,3,51.21,-0.6566000000000001,1
O=C1CCCC(=O)C1=O,126.11099999999999,3,0,0,1,3,51.21,-0.12240000000000006,0
O=C1C=CCCC1O,112.128,2,1,0,1,2,37.3,0.2663999999999999,1
CC1=NC=CCC1=O,109.12799999999999,2,0,0,1,2,29.43,0.9338,0
O=CCC1C(=O)C1=O,112.08399999999999,3,0,2,1,3,51.21,-0.6566000000000001,0
O=C1C=CC(=O)OC1,112.084,3,0,0,1,3,43.370000000000005,-0.33150000000000013,0
CC1CC(=O)N1C=O,113.11599999999999,2,0,1,1,3,37.38,-0.23639999999999994,1
Cn1ccccc1=O,109.12799999999999,2,0,0,1,2,22.0,0.38529999999999986,0
CC1(O)CC(=O)C1=O,114.1,3,1,0,1,3,54.37,-0.7207000000000001,1
C#CC1=C(O)CN1,95.10099999999998,2,2,0,1,2,32.26,-0.007600000000000051,0
N#CC1CC(=O)CC1=O,123.11099999999999,3,0,0,1,3,57.93,0.0581799999999999,1
O=C1C=C=CCC1O,110.11199999999998,2,1,0,1,2,37.3,0.03139999999999993,1
O=C1NCC1CCO,115.13199999999999,2,2,2,1,3,49.33,-0.8852,1
O=C1C=CCCC(=O)N1,125.12700000000001,2,1,0,1,3,46.17,-0.020800000000000096,0
O=C1CCC(=O)NC1,113.116,2,1,0,1,3,46.17,-0.5345,0
C#CC1CC(C=O)O1,110.11199999999998,2,0,1,1,2,26.3,-0.02400000000000002,2
C#CCN1COC1C#N,122.12699999999998,3,0,1,1,3,36.26,-0.24102,1
O=C1CCNC(=O)CC1,127.14299999999999,2,1,0,1,3,46.17,-0.14440000000000008,0
O=C1C=CCCC(O)C1=O,140.138,3,1,0,1,3,54.37,-0.16450000000000004,1
O=C1C=CCOC1O,114.1,3,1,0,1,3,46.53,-0.5397000000000001,1
O=C1NCCCCCO1,129.15900000000002,2,1,0,1,3,38.33,0.8965000000000001,0
O=CC1CCOCOC1,130.143,3,0,1,1,3,35.53,0.19589999999999996,1
COC1=CC(=O)NC1,113.116,2,1,1,1,3,38.33,-0.35350000000000015,0
O=C1C=CNCCC1=O,125.127,3,1,0,1,3,46.17,-0.3684000000000003,0
C#CC(=O)C1NC1=O,109.08399999999999,2,1,1,1,3,56.080000000000005,-1.3129000000000002,1
COC1=CC(=O)N1C,113.116,2,0,1,1,3,29.54,-0.05380000000000007,0
C#CC1(CO)COC1,112.12799999999999,2,1,1,1,2,29.46,-0.37149999999999994,0
C#CC1(N)CCC1=O,109.12799999999999,2,1,0,1,2,43.09,-0.32000000000000006,1
CC1COCC1=O,100.11699999999999,2,0,0,1,2,26.3,0.2218,1
CC1(C=O)CC1=O,98.101,2,0,1,1,2,34.14,0.1644,1
CC1OC(=O)CCC1=O,128.12699999999998,3,0,0,1,3,43.370000000000005,0.2809999999999999,1
C#CC1COC1CC#N,121.139,2,0,1,1,2,33.019999999999996,0.5482799999999999,2
CC1C(=O)CNC1=O,113.116,2,1,0,1,3,46.17,-0.6786000000000001,1
C#CC1NCC1C=O,109.12799999999999,2,1,1,1,2,29.1,-0.5935000000000001,2
O=C1C=CCC(=O)N1,111.10000000000001,2,1,0,1,3,46.17,-0.4109,0
CC1OCC(=O)C1=O,114.09999999999998,3,0,0,1,3,43.370000000000005,-0.4567000000000001,1
C#CC1OCC1=O,96.085,2,0,0,1,2,26.3,-0.4125000000000001,1
O=CC1C=CC(=O)N1,111.1,2,1,1,1,3,46.17,-0.7601,1
O=C1C=CCNCC1=O,125.12700000000001,3,1,0,1,3,46.17,-0.7160000000000002,0
O=C1CCNCCC1=O,127.14299999999999,3,1,0,1,3,46.17,-0.4920000000000002,0
O=C1NCCC1CO,115.13199999999999,2,2,1,1,3,49.33,-0.8852,1
CN1C(=O)CCC1=O,113.116,2,0,0,1,3,37.38,-0.23480000000000012,0
O=CC1C=CNC1=O,111.1,2,1,1,1,3,46.17,-0.5550000000000002,1
C#CC1=C(C#N)CN1,104.112,2,1,0,1,2,35.82,0.00047999999999998044,0
O=CNC1CC=C1CO,127.14299999999999,2,2,3,1,3,49.33,-0.5766000000000002,1
O=COC1C=CCC1=O,126.11099999999998,3,0,2,1,3,43.370000000000005,0.05699999999999994,1
O=C1CCC(=O)NC1,113.116,2,1,0,1,3,46.17,-0.5345,0
O=CC1=CC(=O)NC1,111.1,2,1,1,1,3,46.17,-0.7585000000000002,0
O=CC1CC(=O)CC1=O,126.11099999999999,3,0,1,1,3,51.21,-0.26649999999999996,1
O=C1CCC(=O)NC1,113.116,2,1,0,1,3,46.17,-0.5345,0
O=C1C=CNC=C=CN1,122.12699999999998,2,2,0,1,3,41.13,-0.15420000000000006,0
O=C1C=CCC(=O)N1,111.10000000000001,2,1,0,1,3,46.17,-0.4109,0
C#CC1=CNC(=O)C1,107.11199999999998,1,1,0,1,2,29.1,0.023400000000000032,0
CC1(O)CCOC1=O,116.116,3,1,0,1,3,46.53,-0.3157000000000001,1
O=C1C=CC(CO)C1=O,126.11099999999999,3,1,1,1,3,54.37,-0.6971,1
CC1COC(=O)N1,101.10499999999999,2,1,0,1,3,38.33,0.11470000000000008,1
CN1CCC(=O)C1=O,113.11599999999999,2,0,0,1,3,37.38,-0.5824,0
O=CC1C(=O)CCC1=O,126.11099999999999,3,0,1,1,3,51.21,-0.2665000000000002,0
C#CC1OCCNC1=O,125.127,2,1,0,1,3,38.33,-0.8654000000000002,1
O=C1CC=C1CCO,112.128,2,1,2,1,2,37.3,0.26799999999999996,0
O=C1C=CC(=O)N1,97.07300000000001,2,1,0,1,3,46.17,-0.8010000000000002,0
O=C1C=CCC(=O)C1O,126.11099999999999,3,1,0,1,3,54.370000000000005,-0.5546,1
CC1(CN)C(=O)C1=O,113.11599999999999,3,1,1,1,3,60.160000000000004,-0.8968,0
C#CC1(C=O)NCCO1,125.127,3,1,1,1,3,38.33,-0.8654000000000002,1
O=C1COCC=CN1,113.11599999999999,2,1,0,1,3,38.33,-0.35349999999999987,0
CC1=CC(O)CO1,100.117,2,1,0,1,2,29.46,0.28130000000000005,1
CC1=CC(C=O)C1O,112.12799999999999,2,1,1,1,2,37.3,0.12230000000000002,2
O=C1CCC=C(O)C1=O,126.11099999999998,3,1,0,1,3,54.37,0.3603,0
CC1CNC(=O)C1=O,113.11599999999999,2,1,0,1,3,46.17,-0.6786000000000001,1
O=C1C=NCCCC1O,127.14299999999999,3,1,0,1,3,49.66,-0.21900000000000014,1
C#CC1(C=O)CC(=O)C1,122.12299999999999,2,0,1,1,2,34.14,0.16780000000000006,0
COC1C(=O)C1C=O,114.09999999999998,3,0,2,1,3,43.370000000000005,-0.6008,2
O=C1C=CCC(=O)N1,111.10000000000001,2,1,0,1,3,46.17,-0.4109,0
CC1NCC(=O)C1=O,113.11599999999999,3,1,0,1,3,46.17,-0.8837000000000002,1
O=c1ccc(=O)c1=O,110.068,3,0,0,1,3,51.21,-1.3572,0
O=CC(=O)C1CCC1=O,126.11099999999999,3,0,2,1,3,51.21,-0.2665000000000002,1
CC1(C)C(=O)CC1=O,112.12799999999999,2,0,0,1,2,34.14,0.5545,0
O=C1C=CNC(=O)C1=O,125.08299999999998,3,1,0,1,4,63.24,-1.2319000000000002,0
O=CC1CC(=O)C1=O,112.08399999999999,3,0,1,1,3,51.21,-0.6566000000000001,1
C#CC1CNCC1=O,109.12799999999999,2,1,0,1,2,29.1,-0.5919000000000001,1
CC1(C=O)NCCN1,114.14800000000001,3,2,1,1,3,41.13,-0.9057,0
O=C1CC=CCC(=O)N1,125.127,2,1,0,1,3,46.17,-0.020800000000000096,0
C#CC1(C=O)CO1,96.085,2,0,1,1,2,29.6,-0.4125000000000001,1
N#CC1CC(=O)C1=O,109.08399999999999,3,0,0,1,3,57.93,-0.33192,1
O=C1C=CNCCO1,113.116,3,1,0,1,3,38.33,-0.35350000000000015,0
C#CC1OCCC1=O,110.112,2,0,0,1,2,26.3,-0.022399999999999975,1
N#CC1CCC(=O)C1=O,123.11099999999999,3,0,0,1,3,57.93,0.05818000000000001,1
O=C1CCCOC1=O,114.1,3,0,0,1,3,43.370000000000005,-0.10749999999999993,0
C#CC1(C=O)CN1C=O,123.11099999999999,2,0,2,1,3,37.15,-0.9707000000000001,1
CNC(=O)C1CC1=O,113.11599999999999,2,1,1,1,3,46.17,-0.6786000000000001,1
CC1=CCC(=O)N1C=O,125.127,2,0,1,1,3,37.38,0.27890000000000004,0
CC1CC(=O)CNC1=O,127.14299999999999,2,1,0,1,3,46.17,-0.28850000000000015,1
O=C1C#CCCC1=O,108.09599999999999,2,0,0,1,2,34.14,-0.07820000000000005,0
O=CCC1NCC1=O,113.11599999999999,3,1,2,1,3,46.17,-0.8837000000000002,1
O=C1CCC(O)C1=O,114.09999999999998,3,1,0,1,3,54.37,-0.7207000000000001,1
O=CN1CCCC1=O,113.116,2,0,1,1,3,37.38,-0.23480000000000012,0
N#CC1(C=O)CCCN1,124.143,3,1,1,1,3,52.89,-0.16892000000000013,1
CC1=COC1=O,84.074,2,0,0,1,2,26.3,0.447,0
O=C1CCCOC1=O,114.1,3,0,0,1,3,43.370000000000005,-0.10749999999999993,0
N#CC1CC(=O)C=CO1,123.11099999999998,3,0,0,1,3,50.09,0.3816799999999999,1
C#CC1NCC(C#N)O1,122.127,3,1,0,1,3,45.05,-0.5423200000000001,2
O=C1C=COCC1=O,112.084,3,0,0,1,3,43.370000000000005,-0.33150000000000013,0
O=CC1COCC1=O,114.1,3,0,1,1,3,43.370000000000005,-0.5992000000000002,1
N#CN1CCCC1=O,110.116,2,0,0,1,3,44.1,0.08987999999999996,0
CC1(C=O)CCN1C=O,127.143,2,0,2,1,3,37.38,-0.19389999999999996,1
O=C1C=CCC(=O)NC1,125.12700000000001,2,1,0,1,3,46.17,-0.36840000000000006,0
CN1C(=O)C=CC1=O,111.09999999999998,2,0,0,1,3,37.38,-0.4588000000000001,0
CC1(C#N)CN1C=O,110.116,2,0,1,1,3,43.87,-0.25932,1
CC1C(C=O)C1CO,114.14399999999999,2,1,2,1,2,37.3,0.05970000000000003,3
C#CC1NCC1CC=O,123.15499999999999,2,1,2,1,2,29.1,-0.20340000000000025,2
O=C1CCCNC1=O,113.116,2,1,0,1,3,46.17,-0.5345000000000002,0
C#CC1(C)C(=O)C1=O,108.09599999999998,2,0,0,1,2,34.14,-0.22229999999999994,0
CC1NC(=N)CC1=O,112.13199999999999,2,2,0,1,3,52.95,-0.08543000000000006,1
NC1=C=CC(C=O)N1,110.11599999999999,3,2,1,1,3,55.120000000000005,-0.8877000000000002,1
O=C1C=CCCOC1=O,126.111,3,0,0,1,3,43.370000000000005,0.058599999999999985,0
O=C1CCC=CNC1=O,125.12699999999998,2,1,0,1,3,46.17,-0.020800000000000096,0
O=C1CC=C(O)CC1=O,126.11099999999999,3,1,0,1,3,54.37,0.3603,0
C#CC1OCC1CO,112.12799999999999,2,1,1,1,2,29.46,-0.37310000000000004,2
C#CC1CN1CN,96.13300000000001,2,1,1,1,2,29.03,-0.78,2
CC1(CC=O)COC1=O,128.127,3,0,2,1,3,43.370000000000005,0.13850000000000007,1
O=C1C=CCC1CO,112.128,2,1,1,1,2,37.3,0.12389999999999995,1
O=C1C=CCNC1=O,111.10000000000001,2,1,0,1,3,46.17,-0.7585000000000002,0
O=C1CCC(=O)OC1,114.1,3,0,0,1,3,43.370000000000005,-0.10750000000000004,0
CC1(CO)OCC1=O,116.116,3,1,1,1,3,46.53,-0.6633000000000002,1
C#CC1(C=O)COC1,110.112,2,0,1,1,2,26.3,-0.16490000000000005,0
CC1NCC(=O)CN1,114.148,3,2,0,1,3,41.13,-0.9057,0
C#CC1COCC1=O,110.112,2,0,0,1,2,26.3,-0.16490000000000005,1
C#CC1NCC1C=O,109.12799999999999,2,1,1,1,2,29.1,-0.5935000000000001,2
O=CC1CCC1=O,98.101,2,0,1,1,2,34.14,0.1644,1
O=CN1CCCC1=O,113.116,2,0,1,1,3,37.38,-0.23480000000000012,0
O=CN1CCC(=O)C1,113.116,2,0,1,1,3,37.38,-0.5824,0
C#CC1(C=O)NC1C=O,123.11099999999998,3,1,2,1,3,56.080000000000005,-1.2720000000000002,2
CC1(C#N)CC(=O)O1,111.1,3,0,0,1,3,50.09,0.21558,1
